price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
11500000000,135,2,2,1,no,yes,yes,yes,yes,4,yes,package
4500000000,63,1,1,1,yes,no,yes,yes,yes,18,yes,radiator
18370000000,150,3,3,6,yes,yes,yes,yes,yes,0,yes,package
7700000000,100,2,2,2,no,yes,yes,yes,yes,6,no,package
8400000000,104,2,2,5,yes,yes,yes,no,yes,10,yes,package
11500000000,100,2,2,3,yes,yes,yes,yes,yes,13,no,package
13900000000,138,3,2,1,yes,no,yes,yes,no,19,no,radiator
7500000000,87,2,2,4,yes,yes,yes,yes,no,4,no,package
8500000000,102,2,1,1,yes,yes,yes,yes,no,19,no,radiator
4700000000,58,1,1,2,yes,yes,yes,yes,no,17,yes,radiator
4800000000,65,2,1,3,no,no,yes,yes,no,17,yes,radiator
3390000000,41,1,1,1,no,no,yes,no,yes,9,no,package
4450000000,66,2,1,1,yes,no,yes,yes,yes,23,no,radiator
2965000000,57,2,1,1,no,no,no,yes,no,25,no,radiator
5200000000,61,1,1,1,no,no,yes,yes,no,17,no,radiator
18400000000,147,3,3,3,no,yes,yes,yes,no,0,no,package
10880000000,98,2,2,5,no,yes,yes,yes,no,1,no,package
9000000000,95,2,2,4,yes,yes,yes,no,no,4,yes,package
8800000000,92,2,2,6,yes,yes,yes,yes,yes,0,no,package
7450000000,89,2,2,1,no,yes,yes,yes,no,2,no,package
5600000000,63,1,1,2,yes,no,yes,yes,yes,23,yes,radiator
9500000000,90,2,2,1,yes,yes,yes,yes,no,2,no,package
5300000000,57,1,1,1,no,yes,yes,no,yes,6,no,package
8800000000,93,2,2,1,no,yes,yes,yes,yes,0,yes,package
4800000000,69,2,1,1,no,yes,no,yes,no,20,no,radiator
6700000000,84,2,1,2,no,no,yes,yes,yes,22,yes,radiator
11400000000,120,2,2,3,no,yes,yes,yes,no,6,no,package
6200000000,70,2,1,2,no,yes,yes,yes,yes,16,yes,radiator
5100000000,60,1,1,1,yes,yes,yes,yes,yes,21,no,radiator
14500000000,183,3,2,1,no,no,yes,yes,yes,15,yes,package
4200000000,45,1,1,4,no,yes,yes,no,yes,3,no,package
17040000000,142,3,2,1,no,yes,yes,yes,yes,15,no,package
4875000000,65,1,1,2,no,no,no,no,no,27,no,heater
11000000000,124,2,2,2,no,yes,yes,yes,no,1,yes,package
5700000000,52,1,1,4,no,yes,yes,yes,yes,5,yes,package
6000000000,70,1,1,4,yes,yes,yes,no,yes,5,yes,package
2200000000,27,0,1,0,yes,no,no,no,yes,27,yes,heater
15340000000,118,2,2,7,yes,yes,yes,yes,no,1,yes,package
7700000000,98,2,2,3,no,yes,no,yes,no,12,yes,package
14676500000,149,3,3,4,no,yes,yes,no,no,1,yes,package
12700000000,126,3,3,4,no,yes,yes,yes,yes,2,yes,package
6200000000,108,2,1,4,yes,no,yes,yes,yes,19,yes,radiator
3390000000,48,1,1,3,no,yes,yes,yes,no,17,no,radiator
6300000000,72,2,1,2,no,yes,yes,yes,yes,16,yes,radiator
4680000000,73,1,1,3,yes,no,no,yes,no,22,no,radiator
4620000000,60,1,1,4,no,yes,no,yes,yes,21,yes,radiator
7450000000,68,2,2,2,yes,yes,yes,yes,yes,7,yes,package
4950000000,74,1,1,3,yes,yes,no,yes,yes,16,no,radiator
6200000000,102,1,1,3,yes,yes,no,yes,no,18,yes,radiator
6440000000,92,2,1,1,yes,yes,no,yes,yes,17,no,radiator
6800000000,80,2,1,1,yes,yes,yes,yes,no,17,no,radiator
18000000000,149,3,3,1,no,yes,yes,yes,no,0,yes,package
4200000000,55,1,1,2,no,no,yes,no,no,20,no,radiator
4700000000,60,1,1,2,yes,yes,yes,yes,yes,18,no,radiator
7000000000,83,2,1,1,yes,yes,yes,yes,yes,17,yes,radiator
7600000000,117,3,3,1,no,yes,yes,yes,yes,1,yes,package
9950000000,109,2,2,4,no,yes,yes,yes,yes,7,no,package
5300000000,75,2,1,2,no,no,no,yes,no,20,no,radiator
18950000000,172,3,3,3,yes,yes,yes,yes,yes,6,no,package
25000000000,185,3,3,1,yes,yes,yes,yes,yes,3,yes,package
4800000000,78,2,2,1,yes,yes,yes,yes,no,3,yes,package
5150000000,72,2,2,1,yes,yes,yes,yes,yes,3,yes,package
4250000000,69,2,1,1,no,no,yes,yes,yes,22,yes,radiator
5700000000,82,2,2,2,yes,no,yes,yes,yes,15,yes,package
2490000000,33,1,1,3,no,no,no,yes,no,25,yes,radiator
10282000000,97,2,2,3,yes,yes,yes,yes,yes,0,no,package
7500000000,87,2,2,4,no,yes,yes,yes,no,4,yes,package
13500000000,150,3,3,3,no,yes,yes,yes,yes,0,yes,package
7500000000,102,2,2,1,yes,yes,yes,yes,no,8,yes,package
10800000000,116,2,2,5,yes,yes,yes,yes,yes,4,no,package
8800000000,92,2,1,4,no,yes,yes,yes,no,18,yes,radiator
10000000000,100,2,2,6,no,yes,yes,yes,yes,0,yes,package
11300000000,95,2,2,4,no,yes,yes,yes,yes,2,yes,package
13110000000,114,2,2,1,no,yes,yes,yes,yes,0,no,package
3300000000,43,1,1,3,no,no,no,yes,no,20,no,radiator
3800000000,52,1,1,1,yes,no,no,yes,yes,14,no,package
26000000000,180,3,3,5,no,yes,yes,yes,yes,0,yes,package
13750000000,138,3,2,1,no,no,yes,yes,no,19,no,radiator
24380000000,212,4,4,3,yes,yes,yes,yes,no,1,no,package
25350000000,195,3,3,1,no,yes,yes,yes,yes,2,yes,package
9000000000,100,2,2,3,no,yes,yes,yes,no,9,yes,package
7200000000,80,2,2,2,no,yes,yes,no,yes,0,yes,package
5000000000,86,2,1,4,yes,no,yes,yes,no,22,yes,radiator
6900000000,92,2,2,3,yes,no,yes,yes,no,15,yes,package
8600000000,100,2,2,1,no,yes,yes,yes,yes,12,yes,package
10800000000,124,2,2,1,no,yes,yes,yes,no,1,no,package
6150000000,76,2,2,1,yes,yes,no,no,no,5,yes,package
11115000000,117,3,3,4,no,yes,yes,yes,yes,0,yes,package
7000000000,96,2,1,2,yes,no,yes,yes,yes,20,yes,radiator
19000000000,196,3,2,1,no,yes,yes,yes,yes,17,no,radiator
5700000000,76,2,1,2,no,no,yes,yes,no,18,no,radiator
4200000000,57,1,1,1,yes,no,no,yes,yes,21,yes,radiator
9672000000,93,2,2,1,yes,yes,yes,yes,no,1,yes,package
10440000000,116,3,3,4,no,yes,yes,yes,yes,10,yes,package
6490000000,77,2,1,1,yes,no,no,yes,no,17,yes,radiator
5200000000,56,1,1,1,no,yes,yes,no,no,7,no,package
4200000000,54,1,1,1,no,yes,yes,no,no,7,yes,package
3600000000,50,1,1,1,no,no,no,yes,no,20,no,radiator
9500000000,125,3,2,1,yes,yes,yes,yes,no,17,yes,radiator
12700000000,105,2,2,3,no,yes,yes,yes,yes,0,yes,package
10600000000,97,2,2,5,yes,yes,yes,no,yes,5,yes,package
4400000000,65,2,1,5,no,yes,no,yes,no,18,no,radiator
4300000000,57,1,1,3,yes,yes,no,yes,yes,18,yes,radiator
6200000000,88,2,1,4,no,no,no,yes,no,22,no,radiator
14000000000,190,3,2,2,no,no,yes,yes,no,17,yes,radiator
7600000000,80,2,2,2,yes,yes,yes,yes,yes,6,yes,package
4400000000,60,1,1,3,yes,no,no,yes,no,17,no,radiator
6200000000,76,2,2,1,yes,no,no,yes,no,14,no,package
5700000000,82,2,2,3,yes,no,yes,yes,no,14,yes,package
5100000000,72,2,1,2,no,no,no,yes,no,22,yes,radiator
18900000000,158,3,3,3,yes,yes,yes,yes,yes,1,no,package
15400000000,163,3,2,1,yes,yes,yes,yes,yes,11,yes,package
13600000000,146,3,3,2,yes,yes,yes,yes,no,0,yes,package
5600000000,80,2,2,1,no,yes,yes,yes,no,5,no,package
10396000000,113,2,2,5,yes,yes,yes,no,no,1,yes,package
7600000000,80,2,2,2,no,yes,yes,yes,no,5,yes,package
8100000000,105,2,2,4,yes,yes,yes,yes,yes,15,yes,package
6250000000,82,2,1,3,no,yes,no,yes,no,17,yes,radiator
7500000000,93,2,1,5,no,yes,no,yes,no,18,yes,radiator
8800000000,90,2,2,5,yes,yes,yes,yes,no,15,no,package
4600000000,60,1,1,4,no,yes,yes,yes,no,20,yes,radiator
9280000000,106,2,2,3,yes,yes,yes,yes,yes,15,no,package
5700000000,76,2,1,2,no,no,yes,yes,yes,16,no,radiator
5650000000,87,2,1,4,no,no,yes,yes,yes,17,no,radiator
4950000000,79,2,2,1,yes,no,no,yes,yes,14,no,package
9150000000,103,2,1,2,no,yes,yes,yes,no,16,no,radiator
3950000000,48,2,1,2,yes,yes,no,yes,yes,17,yes,radiator
9150000000,80,2,2,2,no,yes,yes,yes,no,0,yes,package
7200000000,97,2,1,3,no,no,yes,yes,yes,20,no,radiator
4690000000,59,1,1,2,yes,yes,yes,yes,no,17,yes,radiator
7690000000,87,2,1,4,yes,yes,yes,yes,no,17,yes,radiator
6700000000,75,2,1,4,no,yes,yes,yes,yes,17,yes,radiator
17300000000,165,3,3,2,yes,yes,yes,yes,no,0,no,package
13680000000,152,3,2,4,yes,yes,yes,yes,yes,18,no,radiator
4950000000,74,1,1,3,yes,yes,no,yes,yes,20,no,radiator
3776000000,64,2,1,4,no,no,no,yes,yes,17,yes,radiator
18450000000,132,3,3,3,yes,yes,yes,yes,no,1,yes,package
7500000000,87,2,2,4,yes,yes,yes,yes,yes,6,yes,package
5800000000,83,2,2,2,yes,no,yes,yes,no,14,yes,package
20500000000,200,4,4,4,no,yes,yes,yes,yes,0,yes,package
5300000000,52,1,1,3,no,yes,yes,no,yes,17,no,radiator
9800000000,98,2,1,4,no,yes,yes,yes,yes,17,yes,radiator
12650000000,115,2,2,1,yes,yes,yes,yes,no,1,no,package
12650000000,110,3,3,2,no,yes,yes,yes,no,0,no,package
7000000111,90,2,1,3,yes,yes,yes,yes,no,19,no,radiator
16000000000,160,3,3,4,yes,yes,yes,yes,no,1,no,package
8549000000,104,2,2,5,no,yes,yes,no,yes,9,no,package
9500000000,92,2,2,6,no,yes,yes,yes,no,0,no,package
9800000000,109,2,2,4,yes,yes,yes,yes,no,7,no,package
13600000000,152,3,2,4,no,yes,yes,yes,yes,17,no,radiator
7550000000,97,3,2,5,yes,yes,yes,yes,no,19,yes,radiator
3550000000,41,1,1,3,no,yes,yes,no,no,13,no,package
4980000000,54,2,1,1,yes,no,yes,yes,yes,18,yes,radiator
9810000000,109,2,2,2,no,yes,yes,yes,yes,6,no,package
9000000000,94,2,1,5,no,yes,no,yes,no,18,no,radiator
10300000000,115,2,2,4,yes,yes,yes,yes,no,6,yes,package
4650000000,58,1,1,2,no,yes,yes,yes,yes,15,no,package
6750000000,90,2,2,3,no,yes,no,yes,no,15,no,package
14300000000,130,2,2,4,yes,yes,yes,yes,no,6,yes,package
19500000000,150,3,3,3,no,yes,yes,yes,yes,1,no,package
15000000000,142,3,3,5,no,yes,yes,yes,no,10,no,package
7500000000,100,2,2,3,yes,yes,yes,no,no,6,yes,package
30000000000,203,3,3,3,no,yes,yes,yes,no,1,yes,package
11000000000,118,2,2,3,yes,yes,yes,yes,yes,3,no,package
4500000000,67,1,1,3,no,no,yes,no,no,20,no,radiator
4200000000,52,1,1,2,no,yes,yes,yes,yes,9,yes,package
7000000000,96,2,1,2,no,no,yes,yes,yes,21,yes,radiator
4750000000,61,1,1,4,no,yes,yes,yes,no,0,no,package
4800000000,72,2,1,1,no,no,no,no,yes,32,no,heater
20600000000,173,3,3,3,no,yes,yes,yes,yes,4,no,package
9000000000,97,2,1,1,yes,no,no,yes,yes,17,no,radiator
3980000000,62,1,1,3,no,yes,no,yes,no,18,yes,radiator
4500000000,61,1,1,1,no,yes,no,no,yes,11,yes,package
6600000000,94,2,2,1,yes,yes,yes,no,no,0,yes,package
10440000000,116,3,3,4,yes,yes,yes,yes,no,9,yes,package
3900000000,52,1,1,4,yes,no,no,yes,no,15,yes,package
5300000000,63,1,1,2,no,yes,yes,yes,no,5,yes,package
22000000000,165,3,3,5,yes,yes,yes,yes,no,2,no,package
3900000000,57,1,1,4,yes,yes,no,yes,yes,19,no,radiator
5300000000,74,2,1,3,no,no,yes,yes,no,22,yes,radiator
3800000000,54,1,1,1,yes,no,no,yes,no,17,yes,radiator
7800000000,82,2,2,1,yes,yes,yes,no,no,0,no,package
16700000000,165,3,3,2,no,yes,yes,yes,no,0,yes,package
9000000000,100,2,2,3,no,yes,yes,yes,no,12,no,package
4000000000,60,1,1,4,yes,yes,no,yes,yes,17,yes,radiator
3900000000,60,1,1,1,yes,no,no,no,no,20,yes,radiator
5450000000,73,2,1,1,yes,yes,no,no,no,19,no,radiator
11000000000,114,3,3,3,yes,yes,yes,yes,no,1,yes,package
8050000000,113,2,2,1,no,yes,no,yes,no,12,yes,package
3950000000,60,1,1,4,yes,yes,no,yes,no,19,no,radiator
8500000000,103,2,2,5,yes,yes,yes,no,yes,10,yes,package
9300000000,93,2,2,1,no,yes,yes,yes,no,1,yes,package
4600000000,57,1,1,4,no,yes,yes,no,yes,15,no,package
9700000000,113,2,2,1,no,yes,yes,yes,yes,1,yes,package
9700000000,113,2,2,2,yes,yes,yes,no,yes,1,yes,package
5600000000,67,1,1,5,no,yes,yes,yes,no,7,yes,package
3380000000,50,1,1,2,yes,no,no,yes,yes,15,yes,package
9100000000,117,3,3,5,yes,yes,yes,yes,no,10,no,package
7400000000,81,1,1,1,yes,no,yes,yes,no,21,yes,radiator
24050000000,185,3,3,4,yes,yes,yes,yes,yes,1,no,package
7700000000,78,2,2,2,yes,yes,yes,yes,yes,13,yes,package
4900000000,78,2,2,4,no,no,no,yes,no,15,no,package
16000000000,160,3,3,4,yes,yes,yes,yes,no,0,no,package
8800000000,99,2,2,3,yes,yes,no,yes,no,11,yes,package
4900000000,70,2,1,3,yes,no,no,yes,yes,20,no,radiator
29250000000,195,4,4,6,no,yes,yes,yes,yes,1,yes,package
8450000000,126,3,2,4,no,no,yes,yes,yes,17,yes,radiator
7000000000,98,2,1,3,yes,no,yes,no,yes,22,yes,radiator
25000000000,182,3,2,5,no,yes,yes,yes,no,12,yes,package
10000000000,125,3,2,1,no,yes,yes,yes,no,16,yes,radiator
3600000000,49,1,1,1,no,no,yes,yes,yes,15,yes,package
7500000000,90,2,2,5,no,yes,no,yes,no,15,yes,package
7700000000,93,2,1,2,yes,no,yes,yes,yes,16,no,radiator
10578000000,123,3,3,5,yes,yes,yes,yes,no,8,no,package
9850000000,102,2,2,5,yes,yes,yes,yes,no,7,no,package
4200000000,75,2,1,1,yes,no,yes,yes,no,22,yes,radiator
5080000000,74,2,1,3,yes,no,yes,yes,no,19,no,radiator
9500000000,124,3,2,1,yes,yes,yes,yes,yes,19,yes,radiator
4350000000,53,1,1,2,yes,yes,yes,yes,yes,8,no,package
10545000000,111,3,3,2,no,yes,yes,yes,yes,6,yes,package
5200000000,58,1,1,2,no,yes,no,yes,no,2,yes,package
11100000000,114,3,3,3,yes,yes,yes,yes,no,2,yes,package
4500000000,60,1,1,4,yes,yes,yes,yes,no,21,no,radiator
7719000000,93,2,1,1,yes,no,yes,yes,yes,17,no,radiator
5550000000,69,1,1,1,yes,no,no,yes,no,20,yes,radiator
4300000000,65,1,1,2,no,no,no,yes,yes,25,no,radiator
10545000000,113,2,2,2,yes,yes,yes,yes,yes,6,yes,package
8500000000,105,2,2,4,no,yes,no,no,no,6,no,package
10900000000,120,2,2,5,no,yes,yes,yes,no,6,no,package
8855000000,115,2,2,2,no,yes,yes,yes,yes,5,yes,package
8100000000,113,2,2,1,no,yes,no,yes,yes,15,no,package
6300000000,76,2,2,1,no,yes,no,yes,no,5,no,package
6700000000,73,2,2,3,yes,yes,yes,yes,no,7,yes,package
13800000000,145,3,3,4,no,yes,yes,yes,yes,1,no,package
15000000000,125,2,2,4,yes,yes,yes,yes,no,0,no,package
4700000000,55,2,1,1,yes,yes,yes,yes,yes,18,no,radiator
7700000000,100,2,2,3,yes,yes,yes,yes,no,12,yes,package
3850000000,44,1,1,1,yes,yes,yes,yes,yes,16,yes,radiator
4650000000,60,1,1,1,no,no,yes,no,no,25,yes,radiator
15000000000,125,2,2,4,yes,yes,yes,yes,no,0,no,package
3800000000,52,1,1,5,no,yes,no,yes,no,18,yes,radiator
5100000000,60,2,2,3,yes,no,yes,yes,no,10,no,package
4500000000,58,1,1,2,yes,no,yes,yes,yes,24,yes,radiator
6100000000,76,2,2,2,yes,yes,yes,no,yes,7,yes,package
11130000000,106,2,2,6,no,yes,yes,yes,yes,1,yes,package
3800000000,52,1,1,1,yes,no,no,yes,yes,13,yes,package
14850000000,135,3,3,2,yes,yes,yes,yes,no,0,no,package
8500000000,90,2,2,1,yes,yes,yes,yes,yes,7,yes,package
7700000000,82,2,2,3,no,yes,yes,yes,no,0,yes,package
20350000000,185,3,3,1,no,yes,yes,yes,no,0,yes,package
7800000000,102,2,2,1,yes,yes,no,yes,no,7,no,package
3900000000,51,1,1,1,no,no,no,no,yes,6,yes,package
13500000000,149,3,2,4,yes,yes,yes,yes,yes,12,yes,package
3500000000,55,1,1,4,no,yes,yes,no,no,1,yes,package
10000000000,113,2,2,5,yes,yes,yes,no,no,2,yes,package
4600000000,65,1,1,4,no,yes,yes,yes,no,19,no,radiator
9800000000,98,2,2,6,no,yes,yes,yes,no,0,yes,package
18700000000,149,3,3,3,no,yes,yes,yes,yes,0,yes,package
8600000000,89,2,2,3,no,yes,yes,yes,no,7,no,package
7500000000,98,2,1,1,no,no,yes,yes,yes,22,no,radiator
8700000000,68,2,2,3,yes,yes,yes,yes,yes,6,yes,package
6200000000,76,2,2,2,no,yes,yes,no,yes,7,no,package
2200000000,27,0,1,0,no,no,no,no,yes,21,no,radiator
18000000000,145,3,3,3,no,yes,yes,yes,no,0,no,package
16300000000,163,3,3,1,yes,yes,yes,yes,no,0,no,package
13000000000,98,2,2,4,yes,yes,yes,no,yes,5,yes,package
6200000000,88,2,1,1,no,no,no,yes,yes,22,yes,radiator
9200000000,102,2,2,4,yes,yes,yes,yes,yes,1,no,package
9600000000,115,2,2,5,no,yes,yes,yes,no,1,no,package
3750000000,52,1,1,1,yes,yes,no,yes,no,21,yes,radiator
3750000000,53,1,1,1,yes,yes,no,yes,no,20,no,radiator
5100000000,68,1,1,4,no,yes,no,no,yes,17,yes,radiator
18100000000,190,3,3,2,no,yes,yes,yes,yes,3,no,package
25900000000,185,3,3,2,yes,yes,yes,yes,yes,0,no,package
10080000000,112,2,2,2,no,yes,yes,no,yes,0,no,package
30000000000,220,4,4,4,no,yes,yes,yes,no,1,no,package
5000000000,50,1,1,4,yes,no,yes,yes,no,26,yes,radiator
6350000000,100,2,1,4,no,no,yes,yes,no,20,yes,radiator
10100000000,96,2,2,2,no,yes,yes,no,yes,2,yes,package
17900000000,132,3,3,1,yes,yes,yes,yes,yes,2,yes,package
6050000000,84,2,2,1,yes,no,no,yes,yes,12,yes,package
12750000000,140,3,3,2,no,yes,yes,yes,yes,2,yes,package
7000000000,96,2,1,2,no,no,yes,yes,yes,20,yes,radiator
14000000000,140,3,3,4,no,yes,yes,yes,no,10,no,package
3300000000,44,1,1,3,yes,no,no,yes,no,16,yes,radiator
3900000000,60,1,1,1,no,no,no,no,no,22,no,radiator
13300000000,117,3,3,4,no,yes,yes,yes,yes,0,yes,package
5800000000,61,1,1,4,no,yes,yes,yes,no,4,yes,package
16400000000,170,3,3,3,yes,yes,yes,yes,yes,8,no,package
9800000000,109,2,2,5,yes,yes,yes,yes,yes,7,yes,package
9400000000,106,2,1,4,yes,yes,yes,yes,yes,16,no,radiator
5000000000,68,2,1,3,yes,no,no,yes,yes,17,yes,radiator
5000000000,73,2,1,1,no,no,no,yes,yes,18,yes,radiator
5000000000,75,2,1,4,no,no,no,yes,no,17,yes,radiator
8000000000,100,3,3,1,no,no,yes,yes,yes,4,no,package
6300000000,87,2,2,3,yes,yes,yes,yes,yes,12,no,package
9800000000,109,2,2,4,yes,yes,yes,yes,no,7,yes,package
9850000000,102,2,2,5,no,yes,yes,yes,yes,6,no,package
10545000000,111,3,3,2,yes,yes,yes,yes,yes,5,yes,package
8500000000,90,2,2,6,no,yes,yes,yes,no,6,yes,package
5900000000,67,1,1,3,yes,yes,yes,yes,no,8,no,package
6000000000,80,2,2,1,no,yes,no,yes,no,15,yes,package
21000000000,200,3,1,3,yes,yes,yes,yes,yes,22,no,radiator
5900000000,75,2,2,3,yes,yes,yes,yes,yes,7,no,package
4300000000,65,1,1,3,no,no,yes,no,no,20,no,radiator
14850000000,135,3,3,2,yes,yes,yes,yes,yes,4,yes,package
5250000000,62,1,1,2,no,yes,yes,yes,no,6,no,package
6500000000,85,2,1,2,no,no,no,no,yes,18,no,radiator
9500000000,109,2,2,4,no,yes,yes,yes,no,6,no,package
9250000000,103,2,2,5,no,yes,yes,yes,no,9,yes,package
7050000000,94,2,1,2,yes,no,no,yes,yes,19,no,radiator
6500000000,75,2,2,2,yes,yes,yes,no,no,6,yes,package
13000000000,108,3,3,4,no,yes,yes,yes,no,2,no,package
18000000000,170,3,3,3,yes,yes,yes,yes,yes,0,no,package
6000000000,77,2,2,2,no,yes,yes,yes,no,10,no,package
21000000000,150,3,3,5,no,yes,yes,yes,no,1,no,package
10000000000,105,2,2,3,no,yes,yes,no,no,0,yes,package
15647000000,149,3,3,3,yes,yes,yes,no,no,1,yes,package
12600000000,140,3,3,3,no,yes,yes,yes,no,0,yes,package
4950000000,63,1,1,2,yes,yes,yes,yes,no,5,yes,package
4550000000,53,1,1,1,yes,yes,yes,yes,yes,1,yes,package
17000000000,165,3,3,5,no,yes,yes,yes,yes,0,no,package
8700000000,108,2,1,3,yes,no,yes,yes,yes,21,no,radiator
16380000000,126,3,3,1,no,yes,yes,yes,yes,0,no,package
6150000000,77,2,2,2,no,yes,yes,yes,yes,9,yes,package
15895000000,187,3,2,2,yes,yes,yes,yes,no,16,yes,radiator
8550000000,103,2,2,5,yes,yes,yes,no,yes,10,no,package
4500000000,60,1,1,2,yes,yes,no,yes,no,20,yes,radiator
7600000000,82,2,2,2,yes,yes,yes,yes,no,4,yes,package
7600000000,83,2,2,2,yes,yes,yes,yes,no,7,no,package
4510000000,55,1,1,2,no,yes,yes,yes,no,17,yes,radiator
5666000000,88,2,1,2,yes,no,no,yes,no,32,no,heater
4100000000,56,2,1,2,yes,yes,no,yes,no,17,yes,radiator
9000000000,100,2,2,3,no,yes,yes,yes,no,9,no,package
9000000000,85,2,2,1,no,yes,yes,yes,no,10,yes,package
4500000000,63,1,1,4,no,no,no,yes,yes,30,yes,heater
